Participant_ID,User Valence,User Arousal,Video Type,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_VHF,peak_number,peak_amplitude,signal_power,med_abs_dev,band_power,rms,Label_1
P1,7.0,3.0,EP4,849.4704232638121,1451.428571428571,615.1608384340287,869.3615322086724,0.4238312863226576,0.5852650553982958,1400.0,652.3439999999999,0.4659599999999999,760.0,95.23809523809524,95.23809523809524,320.3125,10.5,0.0064127039690262,6.0,0.0001437512044838,0.0002425044006474,0.1678481112000001,0.0016624320546268,1.4938041733160603,3
P1,7.0,3.0,EP4,983.9554974960156,1486.0,725.7402754211874,1010.0825048809955,0.4883851113197762,0.662150402083456,1640.0,889.56,0.5424146341463414,1030.0,90.0,95.0,0.0,10.0,0.001955855105061,6.0,0.0001437512044838,0.0002425044006474,0.1678481112000001,0.0016624320546268,1.4938041733160603,3
P1,7.0,3.0,EP4,1221.037809952392,1555.7894736842106,819.8530748417581,1256.385520118486,0.5269691617724426,0.7848348575472072,1400.0,830.256,0.59304,1120.0,94.73684210526316,94.73684210526316,203.125,9.5,0.0002731137486934,6.0,0.0001437512044838,0.0002425044006474,0.1678481112000001,0.0016624320546268,1.4938041733160603,3
P10,7.0,2.0,CN3,995.5500991913968,1447.6190476190477,672.1451090494132,1019.6779677401768,0.4643107661196604,0.6877155290466885,1720.0,474.432,0.2758325581395348,1120.0,95.23809523809524,95.23809523809524,156.25,10.5,0.0045212875004526,14.0,5.920763944130071e-07,9.304035438341748e-06,0.0067310039999999,2.119216782216225e-06,0.2954335393206772,2
P10,7.0,2.0,CN3,1325.2546925025392,1757.6470588235295,907.7962974407084,1368.6952424359,0.516483837231996,0.7539936336192492,1880.0,770.952,0.4100808510638298,1000.0,94.11764705882352,94.11764705882352,0.0,17.0,0.0004000959015636,14.0,5.920763944130071e-07,9.304035438341748e-06,0.0067310039999999,2.119216782216225e-06,0.2954335393206772,2
P10,7.0,2.0,CN3,604.708795431923,1269.5652173913045,522.959048117446,618.5361856730882,0.4119197981747006,0.4763117224292544,1160.0,533.736,0.4601172413793103,880.0,95.65217391304348,95.65217391304348,640.625,11.5,0.0009998638273538,14.0,5.920763944130071e-07,9.304035438341748e-06,0.0067310039999999,2.119216782216225e-06,0.2954335393206772,2
P10,7.0,2.0,CN3,1076.4855097174225,1526.0,856.2611505228629,1105.930848170749,0.5611147775379179,0.7054295607584682,1260.0,415.128,0.3294666666666666,700.0,85.0,90.0,1078.125,10.0,0.0003480554693384,14.0,5.920763944130071e-07,9.304035438341748e-06,0.0067310039999999,2.119216782216225e-06,0.2954335393206772,2
P10,7.0,2.0,CN3,1713.3203631156275,1528.421052631579,1037.2252683529944,1762.9683821157626,0.6786253477516148,1.1209740667767536,1240.0,889.56,0.7173870967741935,1100.0,94.73684210526316,94.73684210526316,0.0,9.5,0.0011158432649133,14.0,5.920763944130071e-07,9.304035438341748e-06,0.0067310039999999,2.119216782216225e-06,0.2954335393206772,2
P10,7.0,2.0,CN3,1097.4394440393207,1800.0,804.6531343794459,1133.5103503213877,0.4470295190996921,0.6096885800218449,1600.0,741.3,0.4633124999999999,1000.0,93.75,93.75,0.0,16.0,0.0002124289570949,14.0,5.920763944130071e-07,9.304035438341748e-06,0.0067310039999999,2.119216782216225e-06,0.2954335393206772,2
P10,7.0,2.0,CN3,1316.6286914354826,1589.4736842105262,955.15835617981,1348.2925537350995,0.6009274426296819,0.8283425542143765,1120.0,652.3439999999999,0.5824499999999999,1160.0,89.47368421052632,94.73684210526316,398.4375,6.333333333333333,0.000603037197736,14.0,5.920763944130071e-07,9.304035438341748e-06,0.0067310039999999,2.119216782216225e-06,0.2954335393206772,2
